date,product,category,price,current_stock,sold,revenue,weather,festival,location,restock_added
2025-09-17,T-Shirt,Casual,804,41,3,2412,Cold,None,Chattogram,0
2025-04-04,Jeans,Denim,2434,49,0,0,Rainy,None,Dhaka,0
2025-03-20,T-Shirt,Casual,902,39,2,1804,Cold,None,Sylhet,0
2025-11-19,T-Shirt,Casual,752,38,1,752,Humid,None,Sylhet,0
2025-02-10,Panjabi,Ethnic,1767,41,9,15903,Humid,None,Sylhet,0
2025-10-15,Hoodie,Winter,2215,18,1,2215,Cold,None,Chattogram,0
2025-02-24,Shirt,Formal,1437,49,3,4311,Sunny,None,Dhaka,0
2025-10-11,Saree,Traditional,3059,26,1,3059,Sunny,None,Dhaka,0
2025-10-26,Saree,Traditional,3418,24,2,6836,Humid,None,Sylhet,0
2025-09-02,T-Shirt,Casual,638,33,5,3190,Cold,None,Chattogram,0
2025-06-02,T-Shirt,Casual,566,27,6,3396,Humid,None,Chattogram,0
2025-09-14,T-Shirt,Casual,785,24,3,2355,Humid,None,Sylhet,0
2025-09-03,Jeans,Denim,2465,49,0,0,Rainy,None,Sylhet,0
2025-05-26,Saree,Traditional,3229,17,7,22603,Cold,None,Chattogram,0
2025-12-22,Hoodie,Winter,2264,17,1,2264,Rainy,None,Sylhet,0
2025-06-23,T-Shirt,Casual,565,19,5,2825,Sunny,None,Sylhet,0
2025-07-15,Shirt,Formal,1509,45,4,6036,Cold,None,Dhaka,0
2025-08-07,Saree,Traditional,3317,12,5,16585,Cold,None,Dhaka,0
2025-02-18,Hoodie,Winter,2367,17,0,0,Sunny,None,Chattogram,0
2025-01-10,T-Shirt,Casual,776,16,3,2328,Humid,None,Chattogram,0
2025-09-18,Saree,Traditional,3421,11,1,3421,Humid,None,Dhaka,0
2025-03-09,Jeans,Denim,2290,49,0,0,Humid,None,Dhaka,0
2025-06-17,Panjabi,Ethnic,1943,39,2,3886,Humid,None,Sylhet,0
2025-02-21,Jeans,Denim,2643,48,1,2643,Rainy,None,Sylhet,0
2025-12-16,T-Shirt,Casual,859,12,4,3436,Rainy,None,Dhaka,0
2025-03-17,Saree,Traditional,3204,11,0,0,Cold,Ramadan,Chattogram,0
2025-05-15,Panjabi,Ethnic,1835,24,15,27525,Cold,Eid,Chattogram,0
2025-10-17,Shirt,Formal,1396,38,7,9772,Rainy,None,Dhaka,0
2025-08-15,Jeans,Denim,2434,46,2,4868,Cold,None,Chattogram,0
2025-10-06,Jeans,Denim,2630,45,1,2630,Humid,None,Chattogram,0
2025-12-10,T-Shirt,Casual,746,56,3,2238,Rainy,None,Dhaka,47
2025-02-27,Jeans,Denim,2312,45,0,0,Cold,None,Chattogram,0
2025-12-14,T-Shirt,Casual,835,48,8,6680,Cold,None,Sylhet,0
2025-10-09,T-Shirt,Casual,860,47,1,860,Cold,None,Chattogram,0
2025-03-06,Saree,Traditional,3134,50,5,15670,Rainy,Ramadan,Sylhet,44
2025-03-18,Panjabi,Ethnic,2023,21,3,6069,Rainy,Ramadan,Chattogram,0
2025-10-03,T-Shirt,Casual,773,40,7,5411,Rainy,None,Chattogram,0
2025-01-03,Panjabi,Ethnic,1851,13,8,14808,Humid,None,Dhaka,0
2025-07-21,Hoodie,Winter,2416,17,0,0,Sunny,None,Chattogram,0
2025-05-26,Jeans,Denim,2261,43,2,4522,Humid,Eid,Dhaka,0
2025-04-16,Hoodie,Winter,2399,14,3,7197,Humid,Eid,Dhaka,0
2025-01-25,T-Shirt,Casual,806,38,2,1612,Cold,None,Dhaka,0
2025-10-22,Saree,Traditional,3397,45,5,16985,Sunny,None,Chattogram,0
2025-06-02,T-Shirt,Casual,737,33,5,3685,Rainy,None,Sylhet,0
2025-11-07,Saree,Traditional,3336,45,0,0,Humid,None,Sylhet,0
2025-05-24,Hoodie,Winter,2274,13,1,2274,Sunny,None,Dhaka,0
2025-01-06,Saree,Traditional,3438,41,4,13752,Rainy,None,Sylhet,0
2025-07-21,Saree,Traditional,3311,40,1,3311,Rainy,None,Sylhet,0
2025-12-19,T-Shirt,Casual,866,25,8,6928,Humid,None,Chattogram,0
2025-10-13,Shirt,Formal,1624,36,2,3248,Humid,None,Sylhet,0
2025-09-10,Hoodie,Winter,2325,10,3,6975,Cold,None,Chattogram,0
2025-09-10,Panjabi,Ethnic,1894,37,5,9470,Sunny,None,Sylhet,29
2025-12-07,T-Shirt,Casual,720,18,7,5040,Cold,None,Chattogram,0
2025-10-13,Panjabi,Ethnic,1757,31,6,10542,Humid,None,Chattogram,0
2025-12-14,Saree,Traditional,3139,36,4,12556,Humid,None,Sylhet,0
2025-06-08,Saree,Traditional,3270,35,1,3270,Cold,None,Sylhet,0
2025-12-04,Panjabi,Ethnic,1860,26,5,9300,Humid,None,Chattogram,0
2025-05-18,Hoodie,Winter,2207,34,1,2207,Humid,Eid,Sylhet,25
2025-09-12,Jeans,Denim,2353,43,0,0,Rainy,None,Dhaka,0
2025-01-02,Hoodie,Winter,2156,29,5,10780,Rainy,None,Dhaka,0
2025-05-08,T-Shirt,Casual,629,30,12,7548,Sunny,Eid,Dhaka,24
2025-01-31,Panjabi,Ethnic,1704,25,1,1704,Rainy,None,Dhaka,0
2025-07-12,Jeans,Denim,2538,43,0,0,Humid,None,Dhaka,0
2025-06-12,Hoodie,Winter,2161,28,1,2161,Cold,None,Dhaka,0
2025-08-19,Panjabi,Ethnic,1752,18,7,12264,Humid,None,Chattogram,0
2025-01-15,Shirt,Formal,1568,31,5,7840,Rainy,None,Chattogram,0
2025-09-22,Saree,Traditional,3311,31,4,13244,Sunny,None,Sylhet,0
2025-06-30,Saree,Traditional,3253,25,6,19518,Sunny,None,Sylhet,0
2025-12-09,Shirt,Formal,1625,29,2,3250,Humid,None,Chattogram,0
2025-06-27,Saree,Traditional,3206,25,0,0,Humid,None,Sylhet,0
2025-10-12,Shirt,Formal,1438,29,0,0,Sunny,None,Chattogram,0
2025-02-13,T-Shirt,Casual,811,29,1,811,Sunny,None,Dhaka,0
2025-02-22,Shirt,Formal,1501,26,3,4503,Rainy,None,Chattogram,0
2025-03-17,Jeans,Denim,2388,42,1,2388,Cold,None,Sylhet,0
2025-12-01,Jeans,Denim,2645,42,0,0,Sunny,None,Sylhet,0
2025-05-11,Jeans,Denim,2454,42,0,0,Sunny,Eid,Sylhet,0
2025-04-02,Shirt,Formal,1324,21,5,6620,Sunny,None,Chattogram,0
2025-10-17,Jeans,Denim,2509,40,2,5018,Cold,None,Dhaka,0
2025-04-27,Shirt,Formal,1618,16,5,8090,Cold,None,Sylhet,0
2025-04-21,Jeans,Denim,2519,39,1,2519,Sunny,Eid,Chattogram,0
2025-12-27,Panjabi,Ethnic,1723,10,8,13784,Sunny,None,Chattogram,0
2025-02-28,Panjabi,Ethnic,1723,30,1,1723,Rainy,None,Sylhet,21
2025-02-02,Shirt,Formal,1458,12,4,5832,Cold,None,Sylhet,0
2025-10-26,T-Shirt,Casual,615,26,3,1845,Rainy,None,Dhaka,0
2025-06-09,Saree,Traditional,3220,17,8,25760,Sunny,None,Dhaka,0
2025-01-14,Saree,Traditional,3368,15,2,6736,Humid,None,Dhaka,0
2025-03-16,Saree,Traditional,3416,15,0,0,Cold,Ramadan,Dhaka,0
2025-12-22,T-Shirt,Casual,737,21,5,3685,Rainy,None,Dhaka,0
2025-05-13,Panjabi,Ethnic,2014,47,24,48336,Humid,Eid,Chattogram,41
2025-06-04,Jeans,Denim,2492,38,1,2492,Rainy,None,Dhaka,0
2025-02-14,Jeans,Denim,2506,37,1,2506,Humid,None,Sylhet,0
2025-09-23,Shirt,Formal,1479,52,4,5916,Sunny,None,Dhaka,44
2025-11-18,Jeans,Denim,2296,37,0,0,Cold,None,Sylhet,0
2025-03-05,Hoodie,Winter,2193,27,1,2193,Humid,Ramadan,Sylhet,0
2025-02-03,Shirt,Formal,1382,50,2,2764,Humid,None,Dhaka,0
2025-10-23,T-Shirt,Casual,718,13,8,5744,Sunny,None,Chattogram,0
2025-08-17,Hoodie,Winter,2253,26,1,2253,Humid,None,Dhaka,0
2025-11-26,Saree,Traditional,3130,15,0,0,Humid,None,Sylhet,0
2025-08-06,Saree,Traditional,3139,15,0,0,Sunny,None,Dhaka,0
2025-12-03,Panjabi,Ethnic,1653,46,1,1653,Sunny,None,Dhaka,0
2025-03-15,Saree,Traditional,3347,56,7,23429,Cold,None,Sylhet,48
2025-06-13,T-Shirt,Casual,599,55,4,2396,Humid,None,Chattogram,46
2025-05-18,Saree,Traditional,3245,23,33,107085,Cold,Eid,Sylhet,0
2025-11-16,T-Shirt,Casual,775,53,2,1550,Sunny,None,Dhaka,0
2025-07-24,Jeans,Denim,2577,34,3,7731,Cold,None,Chattogram,0
2025-03-16,Panjabi,Ethnic,1664,46,0,0,Cold,None,Chattogram,0
2025-12-03,Saree,Traditional,3111,18,5,15555,Rainy,None,Chattogram,0
2025-07-18,Jeans,Denim,2337,34,0,0,Humid,None,Sylhet,0
2025-12-25,Hoodie,Winter,2396,17,9,21564,Cold,None,Sylhet,0
2025-01-13,Hoodie,Winter,2077,15,2,4154,Rainy,None,Sylhet,0
2025-04-09,Saree,Traditional,3446,13,5,17230,Cold,Ramadan,Chattogram,0
2025-03-18,Jeans,Denim,2535,33,1,2535,Humid,None,Dhaka,0
2025-05-31,Jeans,Denim,2280,33,0,0,Humid,None,Sylhet,0
2025-06-11,Shirt,Formal,1567,46,4,6268,Rainy,None,Chattogram,0
2025-08-13,Panjabi,Ethnic,1805,37,9,16245,Humid,None,Chattogram,0
2025-04-24,Hoodie,Winter,2143,13,2,4286,Humid,Pohela Boishakh,Dhaka,0
2025-06-10,Hoodie,Winter,2082,57,4,8328,Rainy,None,Sylhet,48
2025-07-17,T-Shirt,Casual,693,49,4,2772,Rainy,None,Sylhet,0
2025-06-08,Saree,Traditional,3109,52,5,15545,Cold,None,Dhaka,44
2025-05-18,Saree,Traditional,3230,43,9,29070,Sunny,Eid,Dhaka,0
2025-12-12,T-Shirt,Casual,799,46,3,2397,Rainy,None,Dhaka,0
2025-12-04,Jeans,Denim,2583,33,0,0,Sunny,None,Chattogram,0
2025-03-07,Panjabi,Ethnic,1801,25,12,21612,Sunny,None,Sylhet,0
2025-02-02,Saree,Traditional,3386,37,6,20316,Humid,None,Sylhet,0
2025-07-18,T-Shirt,Casual,924,40,6,5544,Sunny,None,Dhaka,0
2025-01-01,Saree,Traditional,3397,26,11,37367,Cold,None,Chattogram,0
2025-06-13,Jeans,Denim,2513,33,0,0,Humid,None,Dhaka,0
2025-11-03,T-Shirt,Casual,568,35,5,2840,Sunny,None,Chattogram,0
2025-05-11,Saree,Traditional,3309,20,6,19854,Sunny,None,Sylhet,0
2025-07-25,T-Shirt,Casual,745,33,2,1490,Humid,None,Chattogram,0
2025-04-25,Saree,Traditional,3438,29,20,68760,Cold,Eid,Sylhet,29
2025-10-07,T-Shirt,Casual,573,25,8,4584,Humid,None,Chattogram,0
2025-05-04,T-Shirt,Casual,715,22,3,2145,Rainy,None,Dhaka,0
2025-03-18,Jeans,Denim,2258,33,0,0,Humid,None,Chattogram,0
2025-09-14,Shirt,Formal,1548,42,4,6192,Rainy,None,Sylhet,0
2025-06-25,Shirt,Formal,1548,41,1,1548,Humid,None,Dhaka,0
2025-04-18,Panjabi,Ethnic,1696,11,14,23744,Humid,Pohela Boishakh,Dhaka,0
2025-08-14,Hoodie,Winter,2325,56,1,2325,Sunny,None,Dhaka,0
2025-04-07,Panjabi,Ethnic,1946,45,11,21406,Cold,Eid,Dhaka,45
2025-10-22,Saree,Traditional,3176,23,6,19056,Rainy,None,Dhaka,0
2025-03-23,Jeans,Denim,2367,31,2,4734,Sunny,None,Dhaka,0
2025-02-26,Saree,Traditional,3176,23,0,0,Sunny,None,Sylhet,0
2025-06-27,Shirt,Formal,1366,37,4,5464,Rainy,None,Dhaka,0
2025-07-07,Jeans,Denim,2592,29,2,5184,Cold,None,Dhaka,0
2025-01-12,Saree,Traditional,3367,18,5,16835,Sunny,None,Dhaka,0
2025-02-19,Jeans,Denim,2533,29,0,0,Sunny,None,Chattogram,0
2025-05-07,Hoodie,Winter,2294,55,1,2294,Sunny,Eid,Sylhet,0
2025-06-11,T-Shirt,Casual,734,16,6,4404,Humid,None,Sylhet,0
2025-10-31,Shirt,Formal,1647,37,0,0,Rainy,None,Dhaka,0
2025-06-18,Saree,Traditional,3358,18,0,0,Humid,None,Sylhet,0
2025-05-25,Shirt,Formal,1481,30,7,10367,Rainy,Eid,Dhaka,0
2025-11-05,Saree,Traditional,3207,18,0,0,Cold,None,Sylhet,0
2025-06-09,T-Shirt,Casual,718,11,5,3590,Sunny,None,Chattogram,0
2025-03-26,Hoodie,Winter,2224,52,3,6672,Rainy,None,Chattogram,0
2025-11-03,Panjabi,Ethnic,1653,42,3,4959,Rainy,None,Sylhet,0
2025-08-27,Jeans,Denim,2614,29,0,0,Sunny,None,Chattogram,0
2025-05-27,Shirt,Formal,1330,19,11,14630,Cold,Eid,Chattogram,0
2025-12-24,T-Shirt,Casual,752,23,9,6768,Sunny,None,Chattogram,21
2025-06-21,Shirt,Formal,1269,18,1,1269,Cold,None,Dhaka,0
2025-11-02,Panjabi,Ethnic,1927,39,3,5781,Humid,None,Sylhet,0
2025-10-07,Panjabi,Ethnic,1997,33,6,11982,Rainy,None,Dhaka,0
2025-02-17,Saree,Traditional,3130,15,3,9390,Sunny,None,Dhaka,0
2025-03-06,Hoodie,Winter,2229,50,2,4458,Sunny,None,Chattogram,0
2025-01-15,Hoodie,Winter,2238,41,9,20142,Cold,None,Chattogram,0
2025-05-14,Hoodie,Winter,2251,39,2,4502,Rainy,Eid,Chattogram,0
2025-09-19,Hoodie,Winter,2142,33,6,12852,Humid,None,Dhaka,0
2025-05-24,Shirt,Formal,1516,14,4,6064,Cold,Eid,Dhaka,0
2025-08-05,Shirt,Formal,1471,10,4,5884,Humid,None,Dhaka,0
2025-05-10,Saree,Traditional,3391,12,3,10173,Humid,None,Chattogram,0
2025-11-26,Saree,Traditional,3257,38,5,16285,Rainy,None,Sylhet,31
2025-01-07,Jeans,Denim,2611,29,0,0,Humid,None,Sylhet,0
2025-08-15,Hoodie,Winter,2445,29,4,9780,Rainy,None,Sylhet,0
2025-05-13,Hoodie,Winter,2290,28,1,2290,Humid,None,Dhaka,0
2025-09-10,Hoodie,Winter,2335,24,4,9340,Cold,None,Dhaka,0
2025-12-14,Shirt,Formal,1558,10,0,0,Cold,None,Dhaka,0
2025-04-30,Panjabi,Ethnic,1943,30,3,5829,Humid,Eid,Sylhet,0
2025-02-05,Hoodie,Winter,2387,17,7,16709,Sunny,None,Chattogram,0
2025-12-14,Panjabi,Ethnic,1832,21,9,16488,Cold,None,Dhaka,0
2025-01-25,Jeans,Denim,2621,27,2,5242,Cold,None,Sylhet,0
2025-12-23,Jeans,Denim,2541,27,0,0,Sunny,None,Dhaka,0
2025-11-03,Shirt,Formal,1448,42,1,1448,Rainy,None,Dhaka,33
2025-10-26,Shirt,Formal,1490,41,1,1490,Rainy,None,Sylhet,0
2025-11-27,Jeans,Denim,2428,26,1,2428,Cold,None,Sylhet,0
2025-03-05,T-Shirt,Casual,839,18,5,4195,Rainy,None,Sylhet,0
2025-01-22,T-Shirt,Casual,872,11,7,6104,Cold,None,Dhaka,0
2025-04-06,T-Shirt,Casual,714,39,4,2856,Sunny,Eid,Dhaka,32
2025-01-25,Saree,Traditional,3260,35,3,9780,Sunny,None,Chattogram,0
2025-02-20,Shirt,Formal,1340,40,1,1340,Humid,None,Dhaka,0
2025-03-04,Shirt,Formal,1626,37,3,4878,Rainy,Ramadan,Dhaka,0
2025-08-14,T-Shirt,Casual,669,28,11,7359,Humid,None,Dhaka,0
2025-09-14,T-Shirt,Casual,610,20,8,4880,Humid,None,Sylhet,0
2025-03-15,Jeans,Denim,2363,26,0,0,Humid,Ramadan,Dhaka,0
2025-04-21,T-Shirt,Casual,622,20,0,0,Humid,Eid,Sylhet,0
2025-05-22,Shirt,Formal,1589,37,0,0,Cold,None,Dhaka,0
2025-01-04,Saree,Traditional,3377,34,1,3377,Humid,None,Sylhet,0
2025-02-17,Shirt,Formal,1644,34,3,4932,Sunny,None,Sylhet,0
2025-01-10,Shirt,Formal,1613,29,5,8065,Sunny,None,Dhaka,0
2025-09-15,Hoodie,Winter,2082,13,4,8328,Cold,None,Sylhet,0
2025-05-02,Hoodie,Winter,2066,10,3,6198,Cold,None,Sylhet,0
2025-07-13,Hoodie,Winter,2224,34,2,4448,Sunny,None,Sylhet,26
2025-04-11,Jeans,Denim,2613,26,0,0,Cold,Pohela Boishakh,Chattogram,0
2025-05-04,Panjabi,Ethnic,1913,17,4,7652,Rainy,None,Chattogram,0
2025-12-23,Jeans,Denim,2386,26,0,0,Sunny,None,Chattogram,0
2025-05-17,Saree,Traditional,3297,26,8,26376,Humid,Eid,Dhaka,0
2025-03-24,Hoodie,Winter,2369,31,3,7107,Humid,Ramadan,Sylhet,0
2025-03-08,Panjabi,Ethnic,1967,29,10,19670,Cold,None,Sylhet,22
2025-11-23,T-Shirt,Casual,835,20,0,0,Humid,None,Dhaka,0
2025-10-11,Shirt,Formal,1293,28,1,1293,Cold,None,Sylhet,0
2025-01-27,Shirt,Formal,1562,22,6,9372,Rainy,None,Dhaka,0
2025-05-04,Hoodie,Winter,2255,28,3,6765,Humid,None,Dhaka,0
2025-08-06,Shirt,Formal,1483,21,1,1483,Rainy,None,Sylhet,0
2025-11-15,Saree,Traditional,3273,24,2,6546,Humid,None,Dhaka,0
2025-08-20,Hoodie,Winter,2434,27,1,2434,Sunny,None,Sylhet,0
2025-04-14,Panjabi,Ethnic,1727,21,8,13816,Rainy,Ramadan,Chattogram,0
2025-05-17,Saree,Traditional,3131,14,10,31310,Cold,None,Dhaka,0
2025-08-15,Hoodie,Winter,2381,27,0,0,Rainy,None,Chattogram,0
2025-04-11,Jeans,Denim,2456,24,2,4912,Humid,Eid,Dhaka,0
2025-11-05,Saree,Traditional,3258,12,2,6516,Sunny,None,Dhaka,0
2025-03-02,Hoodie,Winter,2384,23,4,9536,Humid,Ramadan,Chattogram,0
2025-04-24,Jeans,Denim,2387,24,0,0,Cold,Eid,Chattogram,0
2025-03-13,T-Shirt,Casual,894,19,1,894,Rainy,None,Chattogram,0
2025-12-06,T-Shirt,Casual,879,18,1,879,Rainy,None,Dhaka,0
2025-02-03,Hoodie,Winter,2114,19,4,8456,Cold,None,Chattogram,0
2025-10-17,Shirt,Formal,1471,21,0,0,Sunny,None,Sylhet,0
2025-02-06,Jeans,Denim,2288,21,3,6864,Cold,None,Sylhet,0
2025-02-08,Saree,Traditional,3185,29,9,28665,Humid,None,Chattogram,26
2025-06-13,Panjabi,Ethnic,1701,16,5,8505,Sunny,None,Chattogram,0
2025-09-22,Shirt,Formal,1631,16,5,8155,Humid,None,Sylhet,0
2025-05-17,Shirt,Formal,1562,14,2,3124,Sunny,None,Chattogram,0
2025-03-19,Saree,Traditional,3065,25,4,12260,Humid,None,Chattogram,0
2025-12-26,Jeans,Denim,2437,21,0,0,Humid,None,Sylhet,0
2025-07-31,Saree,Traditional,3381,25,0,0,Cold,None,Dhaka,0
2025-08-08,Hoodie,Winter,2253,14,5,11265,Rainy,None,Sylhet,0
2025-10-18,Saree,Traditional,3278,17,8,26224,Cold,None,Sylhet,0
2025-02-27,Jeans,Denim,2502,21,0,0,Cold,None,Chattogram,0
2025-03-22,Panjabi,Ethnic,1869,34,10,18690,Humid,None,Sylhet,28
2025-06-01,Hoodie,Winter,2337,11,3,7011,Humid,None,Chattogram,0
2025-12-17,Saree,Traditional,3404,13,4,13616,Sunny,None,Dhaka,0
2025-09-09,Hoodie,Winter,2135,51,2,4270,Cold,None,Sylhet,42
2025-03-20,Saree,Traditional,3258,53,4,13032,Sunny,None,Chattogram,44
2025-05-08,Hoodie,Winter,2248,45,6,13488,Humid,None,Sylhet,0
2025-03-06,Jeans,Denim,2450,21,0,0,Sunny,Ramadan,Dhaka,0
2025-03-09,Jeans,Denim,2496,21,0,0,Rainy,None,Chattogram,0
2025-05-09,Jeans,Denim,2258,21,0,0,Humid,None,Sylhet,0
2025-12-20,Shirt,Formal,1421,12,2,2842,Humid,None,Sylhet,0
2025-09-05,Jeans,Denim,2376,21,0,0,Rainy,None,Dhaka,0
2025-04-08,Panjabi,Ethnic,2031,17,17,34527,Humid,Pohela Boishakh,Sylhet,0
2025-10-14,T-Shirt,Casual,608,14,4,2432,Cold,None,Sylhet,0
2025-04-08,Jeans,Denim,2255,21,0,0,Rainy,Eid,Chattogram,0
2025-05-31,Saree,Traditional,3353,51,2,6706,Humid,None,Chattogram,0
2025-04-20,Shirt,Formal,1549,51,10,15490,Sunny,Eid,Sylhet,49
2025-06-19,Jeans,Denim,2428,21,0,0,Humid,None,Dhaka,0
2025-10-01,Hoodie,Winter,2201,43,2,4402,Sunny,None,Dhaka,0
2025-10-21,Jeans,Denim,2455,21,0,0,Rainy,None,Sylhet,0
2025-02-28,Panjabi,Ethnic,1805,17,0,0,Rainy,Ramadan,Sylhet,0
2025-02-12,Saree,Traditional,3447,42,9,31023,Humid,None,Chattogram,0
2025-07-07,Hoodie,Winter,2337,40,3,7011,Humid,None,Sylhet,0
2025-01-23,Hoodie,Winter,2060,35,5,10300,Rainy,None,Dhaka,0
2025-06-14,Jeans,Denim,2584,21,0,0,Sunny,None,Sylhet,0
2025-05-24,Panjabi,Ethnic,2020,27,11,22220,Humid,None,Sylhet,21
2025-04-19,Hoodie,Winter,2297,32,3,6891,Humid,Eid,Chattogram,0
2025-02-19,Panjabi,Ethnic,2045,24,3,6135,Humid,None,Dhaka,0
2025-06-08,Hoodie,Winter,2172,29,3,6516,Cold,None,Dhaka,0
2025-07-05,Jeans,Denim,2326,21,0,0,Humid,None,Chattogram,0
2025-07-31,Jeans,Denim,2399,21,0,0,Cold,None,Sylhet,0
2025-05-26,Jeans,Denim,2510,21,0,0,Humid,Eid,Chattogram,0
2025-10-07,T-Shirt,Casual,601,10,4,2404,Sunny,None,Chattogram,0
2025-10-09,Hoodie,Winter,2062,27,2,4124,Rainy,None,Chattogram,0
2025-03-23,Panjabi,Ethnic,1710,22,2,3420,Rainy,None,Dhaka,0
2025-11-25,Saree,Traditional,3090,37,5,15450,Rainy,None,Dhaka,0
2025-05-22,Hoodie,Winter,2349,25,2,4698,Rainy,Eid,Chattogram,0
2025-07-11,Panjabi,Ethnic,2027,21,1,2027,Rainy,None,Sylhet,0
2025-07-25,Saree,Traditional,3107,29,8,24856,Rainy,None,Chattogram,0
2025-11-24,Jeans,Denim,2388,20,1,2388,Rainy,None,Chattogram,0
2025-02-04,Saree,Traditional,3214,27,2,6428,Rainy,None,Dhaka,0
2025-06-06,Panjabi,Ethnic,1998,13,8,15984,Humid,None,Sylhet,0
2025-05-12,Shirt,Formal,1382,45,6,8292,Humid,None,Dhaka,0
2025-10-25,Shirt,Formal,1584,45,0,0,Rainy,None,Dhaka,0
2025-11-01,Jeans,Denim,2275,18,2,4550,Rainy,None,Chattogram,0
2025-12-13,Jeans,Denim,2631,18,0,0,Humid,None,Sylhet,0
2025-05-26,Panjabi,Ethnic,1836,10,3,5508,Sunny,None,Sylhet,0
2025-10-06,T-Shirt,Casual,926,28,8,7408,Cold,None,Dhaka,26
2025-06-30,T-Shirt,Casual,574,21,7,4018,Sunny,None,Chattogram,0
2025-08-20,Saree,Traditional,3272,27,0,0,Humid,None,Sylhet,0
2025-12-14,T-Shirt,Casual,723,20,1,723,Humid,None,Chattogram,0
2025-06-06,T-Shirt,Casual,681,11,9,6129,Sunny,None,Chattogram,0
2025-05-07,Hoodie,Winter,2170,25,0,0,Sunny,Eid,Sylhet,0
2025-03-24,Shirt,Formal,1327,38,7,9289,Cold,None,Dhaka,0
2025-10-08,Shirt,Formal,1508,34,4,6032,Sunny,None,Chattogram,0
2025-03-06,Jeans,Denim,2433,18,0,0,Humid,None,Chattogram,0
2025-01-26,Saree,Traditional,3203,23,4,12812,Sunny,None,Dhaka,0
2025-10-15,Shirt,Formal,1254,30,4,5016,Rainy,None,Dhaka,0
2025-05-13,Saree,Traditional,3443,31,18,61974,Humid,Eid,Chattogram,26
2025-01-12,Shirt,Formal,1620,30,0,0,Humid,None,Chattogram,0
2025-04-17,Shirt,Formal,1327,28,2,2654,Rainy,Pohela Boishakh,Sylhet,0
2025-04-17,Shirt,Formal,1534,21,7,10738,Cold,None,Dhaka,0
2025-06-04,Hoodie,Winter,2255,22,3,6765,Cold,None,Chattogram,0
2025-04-11,T-Shirt,Casual,745,51,9,6705,Humid,Ramadan,Sylhet,49
2025-10-13,Shirt,Formal,1371,17,4,5484,Rainy,None,Dhaka,0
2025-02-24,Panjabi,Ethnic,1978,10,0,0,Humid,None,Dhaka,0
2025-07-19,T-Shirt,Casual,789,46,5,3945,Sunny,None,Sylhet,0
2025-04-16,Shirt,Formal,1607,38,8,12856,Sunny,Eid,Sylhet,29
2025-09-18,Panjabi,Ethnic,1874,42,5,9370,Humid,None,Chattogram,37
2025-11-13,Hoodie,Winter,2206,21,1,2206,Rainy,None,Sylhet,0
2025-01-13,T-Shirt,Casual,748,43,3,2244,Rainy,None,Sylhet,0
2025-02-18,Hoodie,Winter,2443,21,0,0,Rainy,None,Chattogram,0
2025-10-15,T-Shirt,Casual,829,40,3,2487,Rainy,None,Chattogram,0
2025-06-02,Jeans,Denim,2397,15,3,7191,Cold,None,Chattogram,0
2025-08-20,Jeans,Denim,2559,15,0,0,Rainy,None,Sylhet,0
2025-09-25,Jeans,Denim,2430,13,2,4860,Humid,None,Sylhet,0
2025-05-08,Hoodie,Winter,2338,19,2,4676,Sunny,Eid,Dhaka,0
2025-11-12,Jeans,Denim,2578,13,0,0,Humid,None,Dhaka,0
2025-12-09,T-Shirt,Casual,941,35,5,4705,Humid,None,Dhaka,0
2025-07-31,Hoodie,Winter,2227,16,3,6681,Humid,None,Sylhet,0
2025-09-19,Shirt,Formal,1404,37,1,1404,Cold,None,Dhaka,0
2025-08-16,Jeans,Denim,2417,13,0,0,Rainy,None,Dhaka,0
2025-09-11,Jeans,Denim,2378,11,2,4756,Sunny,None,Dhaka,0
2025-02-02,Shirt,Formal,1487,36,1,1487,Humid,None,Chattogram,0
2025-05-03,Jeans,Denim,2270,10,1,2270,Sunny,Eid,Dhaka,0
2025-11-10,Hoodie,Winter,2154,11,5,10770,Rainy,None,Dhaka,0
2025-10-20,T-Shirt,Casual,839,32,3,2517,Sunny,None,Sylhet,0
2025-08-18,Shirt,Formal,1567,30,6,9402,Humid,None,Sylhet,0
2025-08-10,Jeans,Denim,2584,10,0,0,Rainy,None,Chattogram,0
2025-03-18,Jeans,Denim,2462,41,1,2462,Sunny,Ramadan,Chattogram,32
2025-01-21,Jeans,Denim,2361,41,0,0,Cold,None,Sylhet,0
2025-09-13,Jeans,Denim,2608,41,0,0,Sunny,None,Dhaka,0
2025-05-20,T-Shirt,Casual,619,24,8,4952,Humid,None,Dhaka,0
2025-02-21,Jeans,Denim,2364,41,0,0,Rainy,None,Sylhet,0
2025-02-05,Hoodie,Winter,2194,37,8,17552,Rainy,None,Sylhet,34
2025-03-12,Hoodie,Winter,2059,37,0,0,Sunny,None,Dhaka,0
2025-06-21,Jeans,Denim,2373,40,1,2373,Rainy,None,Chattogram,0
2025-07-02,T-Shirt,Casual,824,17,7,5768,Humid,None,Sylhet,0
2025-02-19,Hoodie,Winter,2260,37,0,0,Sunny,None,Chattogram,0
2025-05-01,Hoodie,Winter,2110,36,1,2110,Rainy,None,Sylhet,0
2025-06-07,T-Shirt,Casual,572,14,3,1716,Humid,None,Chattogram,0
2025-04-09,Saree,Traditional,3251,23,8,26008,Cold,Eid,Chattogram,0
2025-09-14,Panjabi,Ethnic,1767,40,2,3534,Sunny,None,Dhaka,0
